// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\VitorMoschetta\Testes\Asp.net Core\Benchmarks\src\bin\Release\netcoreapp3.1\eeab90ef-be6c-4d63-bd65-657fe0d5b5ed
// command took 1,98s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\VitorMoschetta\Testes\Asp.net Core\Benchmarks\src\bin\Release\netcoreapp3.1\eeab90ef-be6c-4d63-bd65-657fe0d5b5ed
// command took 3,81s and exited with 0
// ***** Done, took 00:00:05 (5.95 sec)   *****
// Found 2 benchmarks:
//   DataTableMonitor.TestStruct: DefaultJob
//   DataTableMonitor.TestClass: DefaultJob

// **************************
// Benchmark: DataTableMonitor.TestStruct: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "eeab90ef-be6c-4d63-bd65-657fe0d5b5ed.dll" --benchmarkName "src.DataTableMonitor.TestStruct" --job "Default" --benchmarkId 0 in C:\VitorMoschetta\Testes\Asp.net Core\Benchmarks\src\bin\Release\netcoreapp3.1\eeab90ef-be6c-4d63-bd65-657fe0d5b5ed\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.11 (CoreCLR 4.700.20.56602, CoreFX 4.700.20.56604), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadWarmup   2: 8388608 op, 19088800.00 ns, 2.2756 ns/op
OverheadWarmup   3: 8388608 op, 19058800.00 ns, 2.2720 ns/op
OverheadWarmup   4: 8388608 op, 19387600.00 ns, 2.3112 ns/op
OverheadWarmup   5: 8388608 op, 18735400.00 ns, 2.2334 ns/op

OverheadActual   1: 8388608 op, 19001600.00 ns, 2.2652 ns/op
OverheadActual   2: 8388608 op, 19015400.00 ns, 2.2668 ns/op
OverheadActual   3: 8388608 op, 19040200.00 ns, 2.2698 ns/op
OverheadActual   4: 8388608 op, 18932800.00 ns, 2.2570 ns/op
OverheadActual   5: 8388608 op, 19236100.00 ns, 2.2931 ns/op
OverheadActual   6: 8388608 op, 19251300.00 ns, 2.2949 ns/op
OverheadActual   7: 8388608 op, 19023700.00 ns, 2.2678 ns/op
OverheadActual   8: 8388608 op, 19006000.00 ns, 2.2657 ns/op
OverheadActual   9: 8388608 op, 19210700.00 ns, 2.2901 ns/op
OverheadActual  10: 8388608 op, 19219700.00 ns, 2.2912 ns/op
OverheadActual  11: 8388608 op, 18805800.00 ns, 2.2418 ns/op
OverheadActual  12: 8388608 op, 18792900.00 ns, 2.2403 ns/op
OverheadActual  13: 8388608 op, 18949200.00 ns, 2.2589 ns/op
OverheadActual  14: 8388608 op, 19315100.00 ns, 2.3025 ns/op
OverheadActual  15: 8388608 op, 19004500.00 ns, 2.2655 ns/op

WorkloadWarmup   1: 8388608 op, 449069000.00 ns, 53.5332 ns/op
WorkloadWarmup   2: 8388608 op, 446394400.00 ns, 53.2144 ns/op
WorkloadWarmup   3: 8388608 op, 455549600.00 ns, 54.3057 ns/op
WorkloadWarmup   4: 8388608 op, 457854100.00 ns, 54.5805 ns/op
WorkloadWarmup   5: 8388608 op, 459538000.00 ns, 54.7812 ns/op
WorkloadWarmup   6: 8388608 op, 496369100.00 ns, 59.1718 ns/op
WorkloadWarmup   7: 8388608 op, 515212800.00 ns, 61.4182 ns/op
WorkloadWarmup   8: 8388608 op, 502200400.00 ns, 59.8670 ns/op
WorkloadWarmup   9: 8388608 op, 474518700.00 ns, 56.5670 ns/op
WorkloadWarmup  10: 8388608 op, 453904000.00 ns, 54.1096 ns/op
WorkloadWarmup  11: 8388608 op, 472410700.00 ns, 56.3157 ns/op
WorkloadWarmup  12: 8388608 op, 470625900.00 ns, 56.1030 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 465155900.00 ns, 55.4509 ns/op
WorkloadActual   2: 8388608 op, 449114600.00 ns, 53.5386 ns/op
WorkloadActual   3: 8388608 op, 446829900.00 ns, 53.2663 ns/op
WorkloadActual   4: 8388608 op, 448124300.00 ns, 53.4206 ns/op
WorkloadActual   5: 8388608 op, 480543600.00 ns, 57.2853 ns/op
WorkloadActual   6: 8388608 op, 480560900.00 ns, 57.2873 ns/op
WorkloadActual   7: 8388608 op, 461426400.00 ns, 55.0063 ns/op
WorkloadActual   8: 8388608 op, 489588400.00 ns, 58.3635 ns/op
WorkloadActual   9: 8388608 op, 510545300.00 ns, 60.8617 ns/op
WorkloadActual  10: 8388608 op, 502320200.00 ns, 59.8812 ns/op
WorkloadActual  11: 8388608 op, 490239900.00 ns, 58.4412 ns/op
WorkloadActual  12: 8388608 op, 468636500.00 ns, 55.8658 ns/op
WorkloadActual  13: 8388608 op, 489127800.00 ns, 58.3086 ns/op
WorkloadActual  14: 8388608 op, 468526000.00 ns, 55.8527 ns/op
WorkloadActual  15: 8388608 op, 465731800.00 ns, 55.5196 ns/op
WorkloadActual  16: 8388608 op, 460996200.00 ns, 54.9550 ns/op
WorkloadActual  17: 8388608 op, 446544800.00 ns, 53.2323 ns/op
WorkloadActual  18: 8388608 op, 481049700.00 ns, 57.3456 ns/op
WorkloadActual  19: 8388608 op, 466281600.00 ns, 55.5851 ns/op
WorkloadActual  20: 8388608 op, 474142200.00 ns, 56.5222 ns/op
WorkloadActual  21: 8388608 op, 464702200.00 ns, 55.3968 ns/op
WorkloadActual  22: 8388608 op, 447581000.00 ns, 53.3558 ns/op
WorkloadActual  23: 8388608 op, 447457200.00 ns, 53.3411 ns/op
WorkloadActual  24: 8388608 op, 447220900.00 ns, 53.3129 ns/op
WorkloadActual  25: 8388608 op, 447705200.00 ns, 53.3706 ns/op
WorkloadActual  26: 8388608 op, 450311100.00 ns, 53.6813 ns/op
WorkloadActual  27: 8388608 op, 452548200.00 ns, 53.9479 ns/op
WorkloadActual  28: 8388608 op, 451946700.00 ns, 53.8762 ns/op
WorkloadActual  29: 8388608 op, 452085600.00 ns, 53.8928 ns/op
WorkloadActual  30: 8388608 op, 452101200.00 ns, 53.8947 ns/op
WorkloadActual  31: 8388608 op, 452391200.00 ns, 53.9292 ns/op
WorkloadActual  32: 8388608 op, 450909600.00 ns, 53.7526 ns/op
WorkloadActual  33: 8388608 op, 452451600.00 ns, 53.9364 ns/op
WorkloadActual  34: 8388608 op, 448839600.00 ns, 53.5058 ns/op
WorkloadActual  35: 8388608 op, 456718600.00 ns, 54.4451 ns/op
WorkloadActual  36: 8388608 op, 448987300.00 ns, 53.5235 ns/op
WorkloadActual  37: 8388608 op, 447781100.00 ns, 53.3797 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 446140500.00 ns, 53.1841 ns/op
WorkloadResult   2: 8388608 op, 430099200.00 ns, 51.2718 ns/op
WorkloadResult   3: 8388608 op, 427814500.00 ns, 50.9995 ns/op
WorkloadResult   4: 8388608 op, 429108900.00 ns, 51.1538 ns/op
WorkloadResult   5: 8388608 op, 461528200.00 ns, 55.0184 ns/op
WorkloadResult   6: 8388608 op, 461545500.00 ns, 55.0205 ns/op
WorkloadResult   7: 8388608 op, 442411000.00 ns, 52.7395 ns/op
WorkloadResult   8: 8388608 op, 470573000.00 ns, 56.0967 ns/op
WorkloadResult   9: 8388608 op, 471224500.00 ns, 56.1743 ns/op
WorkloadResult  10: 8388608 op, 449621100.00 ns, 53.5990 ns/op
WorkloadResult  11: 8388608 op, 470112400.00 ns, 56.0418 ns/op
WorkloadResult  12: 8388608 op, 449510600.00 ns, 53.5858 ns/op
WorkloadResult  13: 8388608 op, 446716400.00 ns, 53.2527 ns/op
WorkloadResult  14: 8388608 op, 441980800.00 ns, 52.6882 ns/op
WorkloadResult  15: 8388608 op, 427529400.00 ns, 50.9655 ns/op
WorkloadResult  16: 8388608 op, 462034300.00 ns, 55.0788 ns/op
WorkloadResult  17: 8388608 op, 447266200.00 ns, 53.3183 ns/op
WorkloadResult  18: 8388608 op, 455126800.00 ns, 54.2553 ns/op
WorkloadResult  19: 8388608 op, 445686800.00 ns, 53.1300 ns/op
WorkloadResult  20: 8388608 op, 428565600.00 ns, 51.0890 ns/op
WorkloadResult  21: 8388608 op, 428441800.00 ns, 51.0742 ns/op
WorkloadResult  22: 8388608 op, 428205500.00 ns, 51.0461 ns/op
WorkloadResult  23: 8388608 op, 428689800.00 ns, 51.1038 ns/op
WorkloadResult  24: 8388608 op, 431295700.00 ns, 51.4145 ns/op
WorkloadResult  25: 8388608 op, 433532800.00 ns, 51.6811 ns/op
WorkloadResult  26: 8388608 op, 432931300.00 ns, 51.6094 ns/op
WorkloadResult  27: 8388608 op, 433070200.00 ns, 51.6260 ns/op
WorkloadResult  28: 8388608 op, 433085800.00 ns, 51.6279 ns/op
WorkloadResult  29: 8388608 op, 433375800.00 ns, 51.6624 ns/op
WorkloadResult  30: 8388608 op, 431894200.00 ns, 51.4858 ns/op
WorkloadResult  31: 8388608 op, 433436200.00 ns, 51.6696 ns/op
WorkloadResult  32: 8388608 op, 429824200.00 ns, 51.2390 ns/op
WorkloadResult  33: 8388608 op, 437703200.00 ns, 52.1783 ns/op
WorkloadResult  34: 8388608 op, 429971900.00 ns, 51.2566 ns/op
WorkloadResult  35: 8388608 op, 428765700.00 ns, 51.1129 ns/op
GC:  492 0 0 1543503872 8388608
Threading:  2 0 8388608

// AfterAll
// Benchmark Process 12140 has exited with code 0

Mean = 52.584 ns, StdErr = 0.280 ns (0.53%), N = 35, StdDev = 1.658 ns
Min = 50.965 ns, Q1 = 51.248 ns, Median = 51.670 ns, Q3 = 53.452 ns, Max = 56.174 ns
IQR = 2.204 ns, LowerFence = 47.942 ns, UpperFence = 56.758 ns
ConfidenceInterval = [51.575 ns; 53.594 ns] (CI 99.9%), Margin = 1.009 ns (1.92% of Mean)
Skewness = 0.88, Kurtosis = 2.42, MValue = 2.5

// **************************
// Benchmark: DataTableMonitor.TestClass: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "eeab90ef-be6c-4d63-bd65-657fe0d5b5ed.dll" --benchmarkName "src.DataTableMonitor.TestClass" --job "Default" --benchmarkId 1 in C:\VitorMoschetta\Testes\Asp.net Core\Benchmarks\src\bin\Release\netcoreapp3.1\eeab90ef-be6c-4d63-bd65-657fe0d5b5ed\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.11 (CoreCLR 4.700.20.56602, CoreFX 4.700.20.56604), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 465100.00 ns, 465.1000 us/op
WorkloadJitting  1: 1 op, 1751400.00 ns, 1.7514 ms/op

OverheadJitting  2: 16 op, 717900.00 ns, 44.8687 us/op
WorkloadJitting  2: 16 op, 659100.00 ns, 41.1938 us/op

WorkloadPilot    1: 16 op, 4000.00 ns, 250.0000 ns/op
WorkloadPilot    2: 32 op, 5200.00 ns, 162.5000 ns/op
WorkloadPilot    3: 64 op, 8700.00 ns, 135.9375 ns/op
WorkloadPilot    4: 128 op, 15900.00 ns, 124.2188 ns/op
WorkloadPilot    5: 256 op, 30100.00 ns, 117.5781 ns/op
WorkloadPilot    6: 512 op, 67200.00 ns, 131.2500 ns/op
WorkloadPilot    7: 1024 op, 229000.00 ns, 223.6328 ns/op
WorkloadPilot    8: 2048 op, 521600.00 ns, 254.6875 ns/op
WorkloadPilot    9: 4096 op, 973800.00 ns, 237.7441 ns/op
WorkloadPilot   10: 8192 op, 1827900.00 ns, 223.1323 ns/op
WorkloadPilot   11: 16384 op, 1978000.00 ns, 120.7275 ns/op
WorkloadPilot   12: 32768 op, 4330800.00 ns, 132.1655 ns/op
WorkloadPilot   13: 65536 op, 8115100.00 ns, 123.8266 ns/op
WorkloadPilot   14: 131072 op, 16607700.00 ns, 126.7067 ns/op
WorkloadPilot   15: 262144 op, 32715500.00 ns, 124.7997 ns/op
WorkloadPilot   16: 524288 op, 62582100.00 ns, 119.3659 ns/op
WorkloadPilot   17: 1048576 op, 120714600.00 ns, 115.1224 ns/op
WorkloadPilot   18: 2097152 op, 239418100.00 ns, 114.1634 ns/op
WorkloadPilot   19: 4194304 op, 475966300.00 ns, 113.4792 ns/op
WorkloadPilot   20: 8388608 op, 974506400.00 ns, 116.1702 ns/op

OverheadWarmup   1: 8388608 op, 19613900.00 ns, 2.3382 ns/op
OverheadWarmup   2: 8388608 op, 19529300.00 ns, 2.3281 ns/op
OverheadWarmup   3: 8388608 op, 19339500.00 ns, 2.3054 ns/op
OverheadWarmup   4: 8388608 op, 19366400.00 ns, 2.3087 ns/op
OverheadWarmup   5: 8388608 op, 19308000.00 ns, 2.3017 ns/op
OverheadWarmup   6: 8388608 op, 19456100.00 ns, 2.3193 ns/op
OverheadWarmup   7: 8388608 op, 19302800.00 ns, 2.3011 ns/op

OverheadActual   1: 8388608 op, 19310300.00 ns, 2.3020 ns/op
OverheadActual   2: 8388608 op, 19333900.00 ns, 2.3048 ns/op
OverheadActual   3: 8388608 op, 19322200.00 ns, 2.3034 ns/op
OverheadActual   4: 8388608 op, 19338400.00 ns, 2.3053 ns/op
OverheadActual   5: 8388608 op, 19323300.00 ns, 2.3035 ns/op
OverheadActual   6: 8388608 op, 19343100.00 ns, 2.3059 ns/op
OverheadActual   7: 8388608 op, 19333300.00 ns, 2.3047 ns/op
OverheadActual   8: 8388608 op, 19325100.00 ns, 2.3037 ns/op
OverheadActual   9: 8388608 op, 19633000.00 ns, 2.3404 ns/op
OverheadActual  10: 8388608 op, 19681600.00 ns, 2.3462 ns/op
OverheadActual  11: 8388608 op, 19191200.00 ns, 2.2878 ns/op
OverheadActual  12: 8388608 op, 19213000.00 ns, 2.2904 ns/op
OverheadActual  13: 8388608 op, 19215900.00 ns, 2.2907 ns/op
OverheadActual  14: 8388608 op, 19187000.00 ns, 2.2873 ns/op
OverheadActual  15: 8388608 op, 19192100.00 ns, 2.2879 ns/op

WorkloadWarmup   1: 8388608 op, 981483100.00 ns, 117.0019 ns/op
WorkloadWarmup   2: 8388608 op, 964182700.00 ns, 114.9395 ns/op
WorkloadWarmup   3: 8388608 op, 962018800.00 ns, 114.6816 ns/op
WorkloadWarmup   4: 8388608 op, 969826400.00 ns, 115.6123 ns/op
WorkloadWarmup   5: 8388608 op, 978092300.00 ns, 116.5977 ns/op
WorkloadWarmup   6: 8388608 op, 964810900.00 ns, 115.0144 ns/op
WorkloadWarmup   7: 8388608 op, 952986200.00 ns, 113.6048 ns/op
WorkloadWarmup   8: 8388608 op, 959298800.00 ns, 114.3573 ns/op
WorkloadWarmup   9: 8388608 op, 956141100.00 ns, 113.9809 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 960171600.00 ns, 114.4614 ns/op
WorkloadActual   2: 8388608 op, 957347800.00 ns, 114.1248 ns/op
WorkloadActual   3: 8388608 op, 953323200.00 ns, 113.6450 ns/op
WorkloadActual   4: 8388608 op, 954413400.00 ns, 113.7749 ns/op
WorkloadActual   5: 8388608 op, 959003100.00 ns, 114.3221 ns/op
WorkloadActual   6: 8388608 op, 952606900.00 ns, 113.5596 ns/op
WorkloadActual   7: 8388608 op, 955260700.00 ns, 113.8759 ns/op
WorkloadActual   8: 8388608 op, 953821800.00 ns, 113.7044 ns/op
WorkloadActual   9: 8388608 op, 961694700.00 ns, 114.6429 ns/op
WorkloadActual  10: 8388608 op, 966285600.00 ns, 115.1902 ns/op
WorkloadActual  11: 8388608 op, 954334300.00 ns, 113.7655 ns/op
WorkloadActual  12: 8388608 op, 960728100.00 ns, 114.5277 ns/op
WorkloadActual  13: 8388608 op, 961995000.00 ns, 114.6787 ns/op
WorkloadActual  14: 8388608 op, 957634500.00 ns, 114.1589 ns/op
WorkloadActual  15: 8388608 op, 958895600.00 ns, 114.3093 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 940848300.00 ns, 112.1579 ns/op
WorkloadResult   2: 8388608 op, 938024500.00 ns, 111.8212 ns/op
WorkloadResult   3: 8388608 op, 933999900.00 ns, 111.3415 ns/op
WorkloadResult   4: 8388608 op, 935090100.00 ns, 111.4714 ns/op
WorkloadResult   5: 8388608 op, 939679800.00 ns, 112.0186 ns/op
WorkloadResult   6: 8388608 op, 933283600.00 ns, 111.2561 ns/op
WorkloadResult   7: 8388608 op, 935937400.00 ns, 111.5724 ns/op
WorkloadResult   8: 8388608 op, 934498500.00 ns, 111.4009 ns/op
WorkloadResult   9: 8388608 op, 942371400.00 ns, 112.3394 ns/op
WorkloadResult  10: 8388608 op, 946962300.00 ns, 112.8867 ns/op
WorkloadResult  11: 8388608 op, 935011000.00 ns, 111.4620 ns/op
WorkloadResult  12: 8388608 op, 941404800.00 ns, 112.2242 ns/op
WorkloadResult  13: 8388608 op, 942671700.00 ns, 112.3752 ns/op
WorkloadResult  14: 8388608 op, 938311200.00 ns, 111.8554 ns/op
WorkloadResult  15: 8388608 op, 939572300.00 ns, 112.0057 ns/op
GC:  1133 0 0 3556769792 8388608
Threading:  2 0 8388608

// AfterAll
// Benchmark Process 7748 has exited with code 0

Mean = 111.879 ns, StdErr = 0.121 ns (0.11%), N = 15, StdDev = 0.467 ns
Min = 111.256 ns, Q1 = 111.467 ns, Median = 111.855 ns, Q3 = 112.191 ns, Max = 112.887 ns
IQR = 0.724 ns, LowerFence = 110.380 ns, UpperFence = 113.278 ns
ConfidenceInterval = [111.380 ns; 112.378 ns] (CI 99.9%), Margin = 0.499 ns (0.45% of Mean)
Skewness = 0.42, Kurtosis = 2.12, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\src.DataTableMonitor-report.csv
  BenchmarkDotNet.Artifacts\results\src.DataTableMonitor-report-github.md
  BenchmarkDotNet.Artifacts\results\src.DataTableMonitor-report.html

// * Detailed results *
DataTableMonitor.TestStruct: DefaultJob
Runtime = .NET Core 3.1.11 (CoreCLR 4.700.20.56602, CoreFX 4.700.20.56604), X64 RyuJIT; GC = Concurrent Workstation
Mean = 52.584 ns, StdErr = 0.280 ns (0.53%), N = 35, StdDev = 1.658 ns
Min = 50.965 ns, Q1 = 51.248 ns, Median = 51.670 ns, Q3 = 53.452 ns, Max = 56.174 ns
IQR = 2.204 ns, LowerFence = 47.942 ns, UpperFence = 56.758 ns
ConfidenceInterval = [51.575 ns; 53.594 ns] (CI 99.9%), Margin = 1.009 ns (1.92% of Mean)
Skewness = 0.88, Kurtosis = 2.42, MValue = 2.5
-------------------- Histogram --------------------
[50.906 ns ; 52.237 ns) | @@@@@@@@@@@@@@@@@@@@
[52.237 ns ; 53.809 ns) | @@@@@@@@
[53.809 ns ; 54.931 ns) | @
[54.931 ns ; 56.262 ns) | @@@@@@
---------------------------------------------------

DataTableMonitor.TestClass: DefaultJob
Runtime = .NET Core 3.1.11 (CoreCLR 4.700.20.56602, CoreFX 4.700.20.56604), X64 RyuJIT; GC = Concurrent Workstation
Mean = 111.879 ns, StdErr = 0.121 ns (0.11%), N = 15, StdDev = 0.467 ns
Min = 111.256 ns, Q1 = 111.467 ns, Median = 111.855 ns, Q3 = 112.191 ns, Max = 112.887 ns
IQR = 0.724 ns, LowerFence = 110.380 ns, UpperFence = 113.278 ns
ConfidenceInterval = [111.380 ns; 112.378 ns] (CI 99.9%), Margin = 0.499 ns (0.45% of Mean)
Skewness = 0.42, Kurtosis = 2.12, MValue = 2
-------------------- Histogram --------------------
[111.008 ns ; 113.135 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.19041.746 (2004/?/20H1)
Intel Core i5-3330 CPU 3.00GHz (Ivy Bridge), 1 CPU, 4 logical and 4 physical cores
.NET Core SDK=5.0.102
  [Host]     : .NET Core 3.1.11 (CoreCLR 4.700.20.56602, CoreFX 4.700.20.56604), X64 RyuJIT
  DefaultJob : .NET Core 3.1.11 (CoreCLR 4.700.20.56602, CoreFX 4.700.20.56604), X64 RyuJIT


|     Method |      Mean |    Error |   StdDev |    Median |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|----------- |----------:|---------:|---------:|----------:|-------:|------:|------:|----------:|
| TestStruct |  52.58 ns | 1.009 ns | 1.658 ns |  51.67 ns | 0.0587 |     - |     - |     184 B |
|  TestClass | 111.88 ns | 0.499 ns | 0.467 ns | 111.86 ns | 0.1351 |     - |     - |     424 B |

// * Hints *
Outliers
  DataTableMonitor.TestStruct: Default -> 2 outliers were removed (59.88 ns, 60.86 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:52 (52.94 sec), executed benchmarks: 2

Global total time: 00:00:58 (58.92 sec), executed benchmarks: 2
// * Artifacts cleanup *
